1455208122.28,34.1341868,-81.2895716,1455208122.28,0.0,0.09,0.0,248.300003052,1455208122.0,-1.0,1455208122.61,2.0,270,1455208121.85,0.0,0.0,0.0,0.0
1455208123.28,34.134187,-81.2895719,1455208123.28,0.047692733781,0.0763243286541,0.0,248.020004272,1455208123.17,-1.0,1455208123.62,2.59999990463,315,1455208122.85,0.0,0.0,0.0,0.0
1455208124.28,34.1341867,-81.2895718,1455208124.28,1.22464679915e-18,-0.01,0.0,247.630004883,1455208124.3,-1.0,1455208124.63,2.59999990463,315,1455208123.85,0.0,0.0,0.0,0.0
1455208125.78,34.1341865,-81.2895703,1455208125.78,-0.0178893322746,0.0089426948271,0.0,247.470001221,1455208125.9,-1.0,1455208125.64,2.0,315,1455208125.86,0.0,0.0,0.0,0.0
1455208126.78,34.1341868,-81.2895689,1455208126.78,0.0141421356237,0.0141421356237,0.0,247.429992676,1455208127.2,-1.0,1455208126.65,2.59999990463,315,1455208126.86,0.0,0.0,0.0,0.0
1455208129.28,34.1341876,-81.2895662,1455208129.28,-0.0764671403611,0.105132185581,0.0,247.809997559,1455208129.6,-1.0,1455208128.67,2.0,315,1455208128.86,0.0,0.0,0.0,0.0
1455208131.28,34.134187,-81.2895648,1455208131.28,-0.0199451845076,0.209050686712,0.0,248.449996948,1455208131.3,-1.0,1455208130.68,3.29999995232,315,1455208130.87,0.0,0.0,0.0,0.0
1455208132.28,34.134187,-81.2895631,1455208132.28,-0.0089426948271,-0.0178893322746,0.0,248.179992676,1455208132.61,-1.0,1455208131.69,3.29999995232,315,1455208131.87,0.0,0.0,0.0,0.0
1455208133.78,34.1341865,-81.289562,1455208133.78,0.06,3.67394039744e-18,0.0,248.029998779,1455208133.9,-1.0,1455208133.61,3.70000004768,315,1455208133.88,0.0,0.0,0.0,0.0
1455208134.78,34.1341859,-81.2895613,1455208134.78,-0.0468520031301,-0.0374818596483,0.0,247.949996948,1455208135.11,-1.0,1455208134.62,3.29999995232,315,1455208134.88,0.0,0.0,0.0,0.0
1455208136.28,34.1341851,-81.2895609,1455208135.78,-0.0494974746831,-0.0494974746831,0.0,247.929992676,1455208136.3,-1.0,1455208135.62,2.59999990463,0,1455208135.88,0.0,0.0,0.0,0.0
1455208137.29,34.1341851,-81.2895612,1455208137.29,0.0,0.02,0.0,247.839996338,1455208137.42,-1.0,1455208136.63,2.0,0,1455208136.88,0.0,0.0,0.0,0.0
1455208138.78,34.1341849,-81.289562,1455208138.78,-0.03,-5.51091059616e-18,0.0,247.770004272,1455208139.0,-1.0,1455208138.65,2.0,338,1455208138.89,0.0,0.0,0.0,0.0
1455208140.28,34.1341848,-81.2895625,1455208140.28,-0.0388067569307,0.00969719632274,0.0,247.75,1455208140.3,-1.0,1455208139.66,2.0,0,1455208139.89,0.0,0.0,0.0,0.0
1455208142.28,34.1341849,-81.2895622,1455208142.28,0.0357707793084,0.0715573290982,0.0,247.729995728,1455208142.7,-1.0,1455208141.68,2.0,315,1455208141.89,0.0,0.0,0.0,0.0
1455208144.28,34.1341849,-81.2895617,1455208144.28,2.44929359829e-18,-0.02,0.0,247.75,1455208144.43,-1.0,1455208143.6,2.20000004768,293,1455208143.9,0.0,0.0,0.0,0.0
1455208145.28,34.1341855,-81.2895613,1455208145.28,-0.028461318244,0.00948437471921,0.0,247.770004272,1455208145.74,-1.0,1455208145.62,2.59999990463,315,1455208144.9,0.0,0.0,0.0,0.0
1455208146.78,34.1341856,-81.2895601,1455208146.78,-0.0763243286541,0.047692733781,0.0,247.75,1455208147.01,-1.0,1455208146.63,2.0,270,1455208146.9,0.0,0.0,0.0,0.0
1455208147.78,34.1341853,-81.2895596,1455208147.78,-0.0673084870905,0.019224140178,0.0,247.740005493,1455208148.23,-1.0,1455208147.63,2.59999990463,315,1455208147.9,0.0,0.0,0.0,0.0
1455208149.28,34.1341848,-81.2895586,1455208149.28,0.0178877712074,0.00894581696837,0.0,247.75,1455208149.41,-1.0,1455208148.64,3.29999995232,315,1455208148.91,0.0,0.0,0.0,0.0
1455208150.28,34.1341845,-81.2895577,1455208150.28,-0.0357832678735,0.0715510848296,0.0,247.75,1455208150.54,-1.0,1455208149.65,3.29999995232,315,1455208149.91,0.0,0.0,0.0,0.0
1455208151.78,34.1341843,-81.2895568,1455208151.78,-0.0284680260356,0.0853789874245,0.0,247.729995728,1455208152.1,-1.0,1455208151.67,4.59999990463,315,1455208151.91,0.0,0.0,0.0,0.0
1455208153.29,34.1341843,-81.2895562,1455208153.29,0.0,0.12,0.0,247.740005493,1455208153.42,-1.0,1455208152.68,4.0,315,1455208152.92,0.0,0.0,0.0,0.0
1455208155.78,34.134184,-81.2895541,1455208155.78,-0.0494974746831,0.0494974746831,0.0,247.770004272,1455208155.81,-1.0,1455208155.6,3.29999995232,315,1455208154.92,0.0,0.0,0.0,0.0
1455208157.28,34.1341838,-81.2895532,1455208157.28,-0.00987186991959,0.0591823131036,0.0,248.059997559,1455208157.6,-1.0,1455208156.61,3.29999995232,315,1455208156.92,0.0,0.0,0.0,0.0
1455208158.78,34.1341843,-81.289551,1455208158.78,-0.0464210498412,-0.018576494062,0.0,248.320007324,1455208158.9,-1.0,1455208158.63,2.59999990463,315,1455208157.93,0.0,0.0,0.0,0.0
1455208159.78,34.1341847,-81.2895507,1455208159.78,-0.0284680260356,0.0853789874245,0.0,248.199996948,1455208160.13,-1.0,1455208159.64,2.59999990463,315,1455208159.93,0.0,0.0,0.0,0.0
1455208160.78,34.1341849,-81.2895504,1455208160.28,-0.0249586236639,-0.0166453328234,0.0,247.529998779,1455208161.4,-1.0,1455208160.65,2.59999990463,315,1455208160.93,0.0,0.0,0.0,0.0
1455208161.78,34.1341854,-81.2895495,1455208161.28,-0.039697320294,0.0694559051591,0.0,247.220001221,1455208162.53,-1.0,1455208161.66,2.59999990463,315,1455208161.94,0.0,0.0,0.0,0.0
1455208162.28,34.1341858,-81.2895489,1455208162.28,-0.0166453328234,0.0249586236639,0.0,247.160003662,1455208163.7,-1.0,1455208163.58,2.20000004768,315,1455208162.94,0.0,0.0,0.0,0.0
1455208163.78,34.1341887,-81.2895469,1455208163.28,-0.03,-5.51091059616e-18,0.0,247.220001221,1455208165.2,-1.0,1455208164.58,3.29999995232,270,1455208164.94,0.0,0.0,0.0,0.0
1455208164.78,34.1341901,-81.2895459,1455208164.28,0.0365488892068,0.0822446271665,0.0,247.779998779,1455208166.53,-1.0,1455208165.59,2.59999990463,270,1455208165.94,0.0,0.0,0.0,0.0
1455208166.78,34.1341918,-81.2895457,1455208166.28,-0.0490307329273,0.00979730721213,0.0,248.100006104,1455208168.92,-1.0,1455208168.62,3.29999995232,293,1455208167.95,0.0,0.0,0.0,0.0
1455208168.28,34.1341931,-81.2895469,1455208167.28,0.0282842712475,0.0282842712475,0.0,247.820007324,1455208170.7,-1.0,1455208169.64,2.59999990463,270,1455208169.95,0.0,0.0,0.0,0.0
1455208168.78,34.1341936,-81.2895474,1455208168.28,-0.0800103635968,0.0599861793842,0.0,247.899993896,1455208172.0,-1.0,1455208170.64,3.29999995232,270,1455208168.95,0.0,0.0,0.0,0.0
