seq,Timestamp,Latitude,Longitude,vel_ts,boat_linear_x,boat_linear_y,z,boat_heading,depth_ts,depth,wind_ts,wind_sensor_speed,wind_sensor_dir,current_ts,current_star_front,current_port_front,current_port_rear,current_star_rear
seq,Timestamp,Latitude,Longitude,vel_ts,boat_linear_x,boat_linear_y,z,boat_heading,depth_ts,depth,wind_ts,wind_sensor_speed,wind_sensor_dir,current_ts,current_star_front,current_port_front,current_port_rear,current_star_rear
seq,Timestamp,Latitude,Longitude,vel_ts,boat_linear_x,boat_linear_y,z,boat_heading,depth_ts,depth,wind_ts,wind_sensor_speed,wind_sensor_dir,current_ts,current_star_front,current_port_front,current_port_rear,current_star_rear
0,1455208122.28,34.1341868,-81.2895716,1455208122.28,0.0,0.09,0.0,248.3,1455208122.0,-1.0,1455208122.61,2.0,270,1455208121.85,0.0,0.0,0.0,0.0
1,1455208123.28,34.134187,-81.2895719,1455208123.28,0.047692733781,0.0763243286541,0.0,248.02,1455208123.17,-1.0,1455208123.62,2.59999990463,315,1455208122.85,0.0,0.0,0.0,0.0
2,1455208124.28,34.1341867,-81.2895718,1455208124.28,1.22464679915e-18,-0.01,0.0,247.63,1455208124.3,-1.0,1455208124.63,2.59999990463,315,1455208123.85,0.0,0.0,0.0,0.0
3,1455208125.78,34.1341865,-81.2895703,1455208125.78,-0.0178893322746,0.0089426948271,0.0,247.47,1455208125.9,-1.0,1455208125.64,2.0,315,1455208125.86,0.0,0.0,0.0,0.0
4,1455208126.78,34.1341868,-81.2895689,1455208126.78,0.0141421356237,0.0141421356237,0.0,247.43,1455208127.2,-1.0,1455208126.65,2.59999990463,315,1455208126.86,0.0,0.0,0.0,0.0
5,1455208129.28,34.1341876,-81.2895662,1455208129.28,-0.0764671403611,0.105132185581,0.0,247.81,1455208129.6,-1.0,1455208128.67,2.0,315,1455208128.86,0.0,0.0,0.0,0.0
6,1455208130.78,34.1341871,-81.289565,1455208130.78,-0.129288373139,0.139228289407,0.0,248.45,1455208131.3,-1.0,1455208130.68,3.29999995232,315,1455208130.87,0.0,0.0,0.0,0.0
7,1455208132.28,34.134187,-81.2895631,1455208132.28,-0.0089426948271,-0.0178893322746,0.0,248.18,1455208132.61,-1.0,1455208131.69,3.29999995232,315,1455208131.87,0.0,0.0,0.0,0.0
8,1455208133.78,34.1341865,-81.289562,1455208133.78,0.06,3.67394039744e-18,0.0,248.03,1455208133.9,-1.0,1455208133.61,3.70000004768,315,1455208132.87,0.0,0.0,0.0,0.0
9,1455208134.78,34.1341859,-81.2895613,1455208134.78,-0.0468520031301,-0.0374818596483,0.0,247.95,1455208135.11,-1.0,1455208134.62,3.29999995232,315,1455208134.88,0.0,0.0,0.0,0.0
10,1455208136.28,34.1341851,-81.2895609,1455208135.78,-0.0494974746831,-0.0494974746831,0.0,247.93,1455208136.3,-1.0,1455208135.62,2.59999990463,0,1455208135.88,0.0,0.0,0.0,0.0
11,1455208137.29,34.1341851,-81.2895612,1455208136.78,0.00986154050706,0.0591840351685,0.0,247.84,1455208137.42,-1.0,1455208136.63,2.0,0,1455208136.88,0.0,0.0,0.0,0.0
12,1455208138.78,34.1341849,-81.289562,1455208138.78,-0.03,-5.51091059616e-18,0.0,247.77,1455208139.0,-1.0,1455208138.65,2.0,338,1455208138.89,0.0,0.0,0.0,0.0
13,1455208140.28,34.1341848,-81.2895625,1455208140.28,-0.0388067569307,0.00969719632274,0.0,247.75,1455208140.3,-1.0,1455208139.66,2.0,0,1455208139.89,0.0,0.0,0.0,0.0
14,1455208142.78,34.1341849,-81.2895622,1455208142.78,0.0257219766891,0.0428763328097,0.0,247.75,1455208142.7,-1.0,1455208142.69,2.59999990463,338,1455208141.89,0.0,0.0,0.0,0.0
15,1455208144.28,34.1341849,-81.2895617,1455208144.28,2.44929359829e-18,-0.02,0.0,247.74,1455208144.43,-1.0,1455208143.6,2.20000004768,293,1455208143.9,0.0,0.0,0.0,0.0
16,1455208145.28,34.1341855,-81.2895613,1455208145.28,-0.028461318244,0.00948437471921,0.0,247.77,1455208145.74,-1.0,1455208145.62,2.59999990463,315,1455208144.9,0.0,0.0,0.0,0.0
17,1455208146.78,34.1341856,-81.2895601,1455208146.78,-0.0763243286541,0.047692733781,0.0,247.75,1455208147.01,-1.0,1455208146.63,2.0,270,1455208146.9,0.0,0.0,0.0,0.0
18,1455208147.78,34.1341853,-81.2895596,1455208147.78,-0.0673084870905,0.019224140178,0.0,247.74,1455208148.23,-1.0,1455208147.63,2.59999990463,315,1455208147.9,0.0,0.0,0.0,0.0
19,1455208149.28,34.1341848,-81.2895586,1455208149.28,0.0178877712074,0.00894581696837,0.0,247.74,1455208149.41,-1.0,1455208148.64,3.29999995232,315,1455208148.91,0.0,0.0,0.0,0.0
20,1455208150.28,34.1341845,-81.2895577,1455208150.28,-0.0357832678735,0.0715510848296,0.0,247.75,1455208150.54,-1.0,1455208149.65,3.29999995232,315,1455208149.91,0.0,0.0,0.0,0.0
21,1455208151.78,34.1341843,-81.2895568,1455208151.78,-0.0284680260356,0.0853789874245,0.0,247.73,1455208152.1,-1.0,1455208151.67,4.59999990463,315,1455208151.91,0.0,0.0,0.0,0.0
22,1455208153.29,34.1341843,-81.2895562,1455208153.29,0.0,0.12,0.0,247.74,1455208153.42,-1.0,1455208153.59,3.70000004768,315,1455208152.92,0.0,0.0,0.0,0.0
23,1455208155.78,34.134184,-81.2895541,1455208155.78,-0.0494974746831,0.0494974746831,0.0,247.77,1455208155.81,-1.0,1455208155.6,3.29999995232,315,1455208154.92,0.0,0.0,0.0,0.0
24,1455208157.28,34.1341838,-81.2895532,1455208157.28,-0.00987186991959,0.0591823131036,0.0,248.06,1455208157.6,-1.0,1455208156.61,3.29999995232,315,1455208156.92,0.0,0.0,0.0,0.0
25,1455208158.78,34.1341843,-81.289551,1455208158.28,-0.0284596624748,-0.00948934201186,0.0,248.2,1455208158.9,-1.0,1455208158.63,2.59999990463,315,1455208158.93,0.0,0.0,0.0,0.0
26,1455208159.78,34.1341847,-81.2895507,1455208159.78,-0.0284680260356,0.0853789874245,0.0,247.83,1455208160.13,-1.0,1455208159.64,2.59999990463,315,1455208159.93,0.0,0.0,0.0,0.0
27,1455208160.78,34.1341849,-81.2895504,1455208160.28,-0.0249586236639,-0.0166453328234,0.0,247.53,1455208161.4,-1.0,1455208160.65,2.59999990463,315,1455208160.93,0.0,0.0,0.0,0.0
28,1455208161.78,34.1341854,-81.2895495,1455208161.28,-0.039697320294,0.0694559051591,0.0,247.22,1455208162.53,-1.0,1455208161.66,2.59999990463,315,1455208161.94,0.0,0.0,0.0,0.0
29,1455208162.28,34.1341858,-81.2895489,1455208162.28,-0.0166453328234,0.0249586236639,0.0,247.11,1455208163.7,-1.0,1455208162.67,2.59999990463,270,1455208162.94,0.0,0.0,0.0,0.0
30,1455208163.78,34.1341887,-81.2895469,1455208163.78,-0.056922636488,0.0189687494384,0.0,247.22,1455208165.2,-1.0,1455208164.58,3.29999995232,270,1455208164.94,0.0,0.0,0.0,0.0
31,1455208164.28,34.1341893,-81.2895466,1455208164.28,0.0365488892068,0.0822446271665,0.0,247.78,1455208166.53,-1.0,1455208165.59,2.59999990463,270,1455208165.94,0.0,0.0,0.0,0.0
32,1455208166.78,34.1341918,-81.2895457,1455208166.78,-0.0537798466515,0.0448076789639,0.0,248.2,1455208168.92,-1.0,1455208166.6,3.29999995232,270,1455208166.95,0.0,0.0,0.0,0.0
33,1455208167.78,34.1341926,-81.2895464,1455208168.78,0.01,6.12323399574e-19,0.0,247.82,1455208170.7,-1.0,1455208168.62,3.29999995232,293,1455208169.95,0.0,0.0,0.0,0.0
34,1455208168.28,34.1341931,-81.2895469,1455208170.78,-0.0776135138614,0.0193943926455,0.0,247.97,1455208172.0,-1.0,1455208169.64,2.59999990463,270,1455208170.96,0.0,0.0,0.0,0.0
35,1455208170.78,34.1341945,-81.2895496,1455208170.28,-0.0983102567742,0.0688120150336,0.0,247.98,1455208173.3,-1.0,1455208170.64,3.29999995232,270,1455208171.96,0.0,0.0,0.0,0.0
36,1455208171.78,34.1341947,-81.2895503,1455208171.78,-0.0694628325907,0.0396851973472,0.0,247.93,1455208174.5,-1.0,1455208171.65,3.29999995232,270,1455208172.96,0.0,0.0,0.0,0.0
37,1455208173.28,34.1341956,-81.2895513,1455208173.78,-0.0268374509051,0.0536633136222,0.0,247.87,1455208175.64,-1.0,1455208173.57,2.90000009537,270,1455208173.96,0.0,0.0,0.0,0.0
38,1455208174.28,34.134196,-81.2895523,1455208174.28,-0.109665263158,-0.0698106729406,0.0,248.17,1455208176.8,-1.0,1455208174.58,4.0,270,1455208174.97,0.0,0.0,0.0,0.0
39,1455208174.78,34.1341962,-81.2895533,1455208174.78,-0.113845272976,0.0379374988769,0.0,248.29,1455208178.32,-1.0,1455208175.58,3.29999995232,248,1455208175.96,0.0,0.0,0.0,0.0
40,1455208175.78,34.1341964,-81.2895548,1455208175.78,0.00948437471921,0.028461318244,0.0,248.4,1455208179.7,-1.0,1455208176.59,3.29999995232,248,1455208176.97,0.0,0.0,0.0,0.0
41,1455208180.78,34.134193,-81.2895602,1455208182.78,0.0673084870905,-0.019224140178,0.0,247.95,1455208183.4,-1.0,1455208182.65,2.59999990463,315,1455208182.98,0.0,0.0,0.0,0.0
42,1455208184.28,34.1341921,-81.2895599,1455208184.28,-0.155231293788,0.126108070435,0.0,247.92,1455208184.7,-1.0,1455208184.57,2.59999990463,315,1455208183.98,0.0,0.0,0.0,0.0
43,1455208186.28,34.1341915,-81.2895603,1455208186.28,-0.0980580444557,-0.0196117290802,0.0,249.15,1455208186.43,-1.0,1455208185.58,2.0,315,1455208185.99,0.0,0.0,0.0,0.0
44,1455208187.28,34.134191,-81.2895602,1455208187.78,-0.0141421356237,0.0141421356237,0.0,248.26,1455208187.8,-1.0,1455208187.59,2.0,315,1455208186.99,0.0,0.0,0.0,0.0
45,1455208188.78,34.1341909,-81.2895598,1455208188.78,-0.0715510848296,-0.0357832678735,0.0,246.88,1455208189.02,-1.0,1455208188.6,2.59999990463,270,1455208188.99,0.0,0.0,0.0,0.0
46,1455208189.78,34.1341903,-81.2895602,1455208189.78,0.00997872833337,-0.119584384352,0.0,246.27,1455208190.23,-1.0,1455208189.61,2.0,315,1455208190.0,0.0,0.0,0.0,0.0
47,1455208191.28,34.1341897,-81.2895606,1455208191.28,-0.047692733781,-0.0763243286541,0.0,245.93,1455208191.41,-1.0,1455208190.62,2.0,180,1455208191.0,0.0,0.0,0.0,0.0
48,1455208192.28,34.1341896,-81.2895618,1455208192.28,-0.12,-2.20436423847e-17,0.0,246.03,1455208192.6,-1.0,1455208191.63,2.0,225,1455208192.0,0.0,0.0,0.0,0.0
49,1455208193.78,34.1341898,-81.2895635,1455208193.78,-0.0749043951532,-0.0280950455904,0.0,246.04,1455208194.1,-1.0,1455208193.55,2.20000004768,45,1455208194.0,0.0,0.0,0.0,0.0
50,1455208195.28,34.1341906,-81.289563,1455208195.28,-0.0365632430454,0.0822382469293,0.0,245.94,1455208195.42,-1.0,1455208194.56,1.29999995232,90,1455208195.01,0.0,0.0,0.0,0.0
51,1455208196.78,34.1341914,-81.2895633,1455208196.28,0.0379573680474,-0.113838649899,0.0,245.61,1455208197.81,-1.0,1455208196.58,1.29999995232,135,1455208197.01,0.0,0.0,0.0,0.0
52,1455208197.28,34.1341917,-81.2895635,1455208197.28,0.0178853896542,0.0357786645491,0.0,245.91,1455208199.6,-1.0,1455208198.6,1.29999995232,113,1455208199.02,0.0,0.0,0.0,0.0
53,1455208197.78,34.1341923,-81.289564,1455208197.78,-0.0268280844813,-0.0536679968237,0.0,245.83,1455208200.9,-1.0,1455208197.59,1.29999995232,113,1455208198.01,0.0,0.0,0.0,0.0
54,1455208198.28,34.1341926,-81.2895643,1455208198.28,0.01,6.12323399574e-19,0.0,245.78,1455208202.13,-1.0,1455208199.6,0.699999988079,135,1455208200.02,0.0,0.0,0.0,0.0
55,1455208199.78,34.1341931,-81.2895638,1455208199.78,-0.0388050638596,-0.00970396923182,0.0,245.29,1455208203.4,-1.0,1455208200.61,0.699999988079,248,1455208201.02,0.0,0.0,0.0,0.0
56,1455208200.78,34.1341937,-81.2895629,1455208200.78,-0.0468585442351,0.0374736818603,0.0,244.51,1455208204.53,-1.0,1455208201.62,1.29999995232,315,1455208202.02,0.0,0.0,0.0,0.0
57,1455208201.78,34.134194,-81.289561,1455208201.78,0.0388289450928,0.0582435663656,0.0,243.81,1455208205.7,-1.0,1455208202.64,1.29999995232,270,1455208203.03,0.0,0.0,0.0,0.0
58,1455208203.28,34.134195,-81.2895595,1455208203.28,0.0468585442351,-0.0374736818603,0.0,244.19,1455208207.21,-1.0,1455208203.54,2.20000004768,270,1455208204.03,0.0,0.0,0.0,0.0
59,1455208204.78,34.1341947,-81.2895585,1455208204.78,-0.0141421356237,0.0141421356237,0.0,241.86,1455208208.54,-1.0,1455208204.55,2.0,293,1455208205.03,0.0,0.0,0.0,0.0
60,1455208207.28,34.1341946,-81.2895592,1455208207.28,-0.0793813667424,-0.00992968348491,0.0,240.67,1455208210.92,-1.0,1455208207.58,2.0,270,1455208207.03,0.0,0.0,0.0,0.0
61,1455208208.78,34.1341955,-81.2895594,1455208208.78,-0.0822382469293,-0.0365632430454,0.0,242.73,1455208212.7,-1.0,1455208209.6,2.59999990463,270,1455208209.04,0.0,0.0,0.0,0.0
62,1455208213.78,34.1341944,-81.2895608,1455208210.78,-0.0569193249497,-0.0189786840237,0.0,243.23,1455208214.0,-1.0,1455208213.54,2.0,270,1455208213.05,0.0,0.0,0.0,0.0
63,1455208215.28,34.1341915,-81.289559,1455208214.28,0.103597673494,-0.0941675211871,0.0,236.29,1455208215.25,-1.0,1455208214.54,1.29999995232,315,1455208215.05,0.0,0.0,0.0,0.0
64,1455208216.28,34.1341876,-81.2895576,1455208216.28,0.365103681471,-0.295971792196,0.0,215.74,1455208216.5,-1.0,1455208215.55,2.0,270,1455208216.05,0.0,0.0,0.0,0.0
65,1455208217.28,34.1341842,-81.2895561,1455208217.28,0.0589742235399,-0.314518745002,0.0,205.08,1455208217.7,-1.0,1455208217.57,2.0,315,1455208217.05,0.0,0.0,0.0,0.0
66,1455208218.78,34.1341803,-81.2895521,1455208218.78,0.0697746178529,-0.219160905965,0.0,193.73,1455208218.8,-1.0,1455208218.58,2.59999990463,315,1455208218.06,0.0,0.0,0.0,0.0
67,1455208220.28,34.1341776,-81.2895488,1455208220.28,0.10786401142,-0.225533489842,0.0,188.42,1455208220.33,-1.0,1455208219.59,4.0,315,1455208220.06,0.0,0.0,0.0,0.0
68,1455208221.28,34.1341748,-81.2895468,1455208221.28,0.315186158221,-0.413591205982,0.0,176.62,1455208221.7,-1.0,1455208221.61,1.29999995232,0,1455208221.06,0.0,0.0,0.0,0.0
69,1455208223.78,34.1341691,-81.289537,1455208223.78,0.299080777201,-0.30895094871,0.0,155.86,1455208224.04,-1.0,1455208223.53,1.29999995232,45,1455208223.07,0.0,0.0,0.0,0.0
70,1455208225.28,34.1341641,-81.2895297,1455208225.28,0.345540446223,-0.631665892719,0.0,159.18,1455208225.8,-1.0,1455208225.55,1.29999995232,45,1455208225.07,0.639999985695,0.860000014305,0.0,0.0
71,1455208226.28,34.1341616,-81.2895234,1455208226.28,0.178975726371,-0.656024153039,0.0,164.83,1455208227.1,-1.0,1455208226.56,2.0,45,1455208227.08,0.959999978542,1.28999996185,0.0,0.0
72,1455208227.78,34.1341542,-81.2895169,1455208227.28,0.178618954729,-0.624976214757,0.0,170.37,1455208228.4,-1.0,1455208227.56,0.699999988079,0,1455208228.08,0.860000014305,1.07000005245,0.0,0.0
73,1455208228.78,34.1341492,-81.289514,1455208228.78,0.0498763824201,-0.60795752029,0.0,174.61,1455208229.6,-1.0,1455208229.58,0.699999988079,0,1455208229.08,0.959999978542,1.28999996185,0.0,0.0
74,1455208229.78,34.134143,-81.2895122,1455208229.78,-0.029923275777,-0.699360134385,0.0,179.71,1455208230.8,-1.0,1455208230.59,0.699999988079,0,1455208230.08,1.07000005245,1.5,0.0,0.0
75,1455208231.28,34.1341348,-81.2895109,1455208230.78,-0.0596701187448,-0.697452132357,0.0,186.21,1455208231.9,-1.0,1455208231.6,1.29999995232,0,1455208231.09,1.07000005245,1.5,0.0,0.0
76,1455208232.78,34.1341226,-81.2895128,1455208232.78,-0.227031711884,-0.651580080879,0.0,195.51,1455208233.44,-1.0,1455208233.52,2.59999990463,315,1455208233.09,1.61000001431,2.03999996185,0.0,0.0
77,1455208233.78,34.1341125,-81.2895157,1455208233.78,-0.288517766319,-0.915618642513,0.0,201.17,1455208234.8,-1.0,1455208234.53,2.59999990463,315,1455208234.09,2.03999996185,2.3599998951,0.0,0.0
78,1455208236.28,34.1340862,-81.2895286,1455208235.78,-0.535921504489,-1.15138531388,0.0,208.98,1455208237.2,-1.0,1455208236.55,3.29999995232,315,1455208237.1,2.8900001049,2.47000002861,0.0,0.0
79,1455208237.78,34.1340678,-81.2895318,1455208237.78,-0.158672202455,-1.35071208337,0.0,201.34,1455208238.9,-1.0,1455208238.57,2.59999990463,315,1455208238.1,2.8900001049,2.8900001049,0.0,0.0
80,1455208239.28,34.1340509,-81.2895364,1455208239.28,-0.159102555689,-1.53175924243,0.0,191.49,1455208240.21,-1.0,1455208239.58,3.29999995232,315,1455208240.11,3.0,2.78999996185,0.0,0.0
81,1455208240.28,34.1340389,-81.2895373,1455208240.28,-0.0198504843916,-1.20983716188,0.0,186.39,1455208241.5,-1.0,1455208241.5,4.40000009537,315,1455208241.11,3.0,2.78999996185,0.0,0.0
82,1455208241.28,34.1340281,-81.2895368,1455208241.28,-0.00998318519612,-1.29996166713,0.0,180.41,1455208242.7,-1.0,1455208242.51,3.29999995232,338,1455208242.11,3.1099998951,2.78999996185,0.109999999404,0.0
83,1455208243.28,34.1340054,-81.2895275,1455208242.78,0.530123377548,-1.21978244149,0.0,160.28,1455208243.9,-1.0,1455208243.52,3.29999995232,338,1455208244.12,3.1099998951,3.0,0.0,0.0
84,1455208243.78,34.1339995,-81.2895233,1455208243.78,0.696270457627,-1.36239034415,0.0,155.88,1455208245.01,-1.0,1455208244.52,2.59999990463,315,1455208245.12,3.0,3.1099998951,0.0,0.0
85,1455208246.28,34.1339735,-81.2895051,1455208245.28,0.728522702595,-1.20720945648,0.0,151.37,1455208246.6,-1.0,1455208246.54,2.59999990463,315,1455208246.12,3.0,3.31999993324,0.0,0.0
86,1455208247.28,34.1339622,-81.2894972,1455208247.28,0.977185387508,-1.41545353807,0.0,150.27,1455208247.9,-1.0,1455208247.55,2.0,338,1455208247.13,3.1099998951,3.1099998951,0.0,0.0
87,1455208248.78,34.1339433,-81.2894837,1455208249.28,0.725917369134,-1.39210056145,0.0,151.49,1455208250.3,-1.0,1455208249.57,2.0,315,1455208250.13,3.22000002861,3.53999996185,0.430000007153,0.0
88,1455208250.28,34.1339256,-81.2894739,1455208251.28,0.968828875252,-1.24810681052,0.0,157.24,1455208252.02,-1.0,1455208251.49,2.90000009537,0,1455208251.13,3.31999993324,3.43000006676,0.0,0.0
89,1455208250.78,34.1339188,-81.2894709,1455208252.28,0.647212897044,-1.58278724594,0.0,159.42,1455208253.33,-1.0,1455208252.5,2.0,0,1455208253.14,3.31999993324,3.43000006676,0.319999992847,0.0
90,1455208252.28,34.1338999,-81.2894616,1455208252.78,0.600003394224,-1.43999858574,0.0,159.89,1455208254.6,-1.0,1455208254.52,1.29999995232,338,1455208254.14,3.75,3.75,0.430000007153,0.0
91,1455208255.28,34.1338583,-81.2894455,1455208255.28,0.508044272408,-1.64325622387,0.0,164.71,1455208255.82,-1.0,1455208255.53,1.29999995232,315,1455208256.14,3.6400001049,3.75,0.109999999404,0.0
92,1455208255.78,34.1338499,-81.2894426,1455208256.28,0.469140769025,-1.70669474097,0.0,166.46,1455208257.0,-1.0,1455208256.54,2.0,315,1455208257.14,3.6400001049,3.75,0.109999999404,0.0
93,1455208257.28,34.1338292,-81.2894347,1455208256.78,0.408859040174,-1.78374165317,0.0,168.24,1455208258.13,-1.0,1455208258.56,2.0,315,1455208258.15,3.6400001049,3.97000002861,0.209999993443,0.0
94,1455208257.78,34.1338202,-81.2894314,1455208257.28,0.407811612587,-1.65036047233,0.0,167.96,1455208259.7,-1.0,1455208259.56,1.29999995232,0,1455208259.15,3.75,3.97000002861,0.319999992847,0.0
95,1455208258.78,34.133805,-81.2894265,1455208258.28,0.209687093893,-1.6668627186,0.0,167.57,1455208261.01,-1.0,1455208260.57,2.0,0,1455208260.15,3.6400001049,4.07000017166,0.109999999404,0.0
96,1455208260.28,34.1337839,-81.2894188,1455208260.78,0.279874650921,-1.73760472484,0.0,164.13,1455208263.61,2.20000004768,1455208263.5,0.699999988079,0,1455208263.16,3.75,4.28999996185,0.0,0.0
97,1455208262.28,34.1337506,-81.2894104,1455208261.78,0.49877729342,-1.88513161651,0.0,162.49,1455208264.95,2.20000004768,1455208264.51,0.699999988079,0,1455208264.16,3.75,4.07000017166,0.0,0.0
98,1455208264.28,34.1337192,-81.2893992,1455208262.78,0.557517794727,-1.72199706985,0.0,159.88,1455208266.3,2.59999990463,1455208265.52,0.699999988079,0,1455208266.17,3.8599998951,4.17999982834,0.0,0.0
99,1455208265.78,34.1336951,-81.2893877,1455208264.78,0.828113362615,-1.76542580095,0.0,158.47,1455208267.63,2.90000009537,1455208266.53,0.699999988079,0,1455208267.17,3.75,4.38999986649,0.0,0.0
100,1455208265.28,34.1337038,-81.2893918,1455208265.28,0.757014967539,-1.74267849557,0.0,159.17,1455208268.96,2.90000009537,1455208267.54,2.0,0,1455208265.16,3.8599998951,4.17999982834,0.0,0.0
101,1455208266.78,34.1336805,-81.2893803,1455208266.78,0.627858878803,-1.64419987481,0.0,157.35,1455208270.3,3.20000004768,1455208268.55,0.699999988079,0,1455208268.17,3.75,4.17999982834,0.0,0.0
102,1455208267.78,34.1336658,-81.2893736,1455208267.78,0.618566881301,-1.6156345544,0.0,155.78,1455208271.64,3.20000004768,1455208269.56,0.699999988079,0,1455208269.17,3.8599998951,4.28999996185,0.0,0.0
103,1455208269.28,34.1336458,-81.2893631,1455208269.28,0.78879382094,-1.3574624518,0.0,153.83,1455208273.0,3.20000004768,1455208270.47,0.0,0,1455208270.18,3.75,4.28999996185,0.0,0.0
104,1455208274.28,34.1335761,-81.2893244,1455208271.78,0.709823414663,-1.48951358503,0.0,153.39,1455208274.32,3.59999990463,1455208274.5,0.0,0,1455208274.18,3.43000006676,3.43000006676,0.0,0.0
105,1455208275.28,34.1335631,-81.2893165,1455208272.78,0.768868696521,-1.52739678129,0.0,157.18,1455208275.66,4.19999980927,1455208275.51,0.0,0,1455208275.19,3.31999993324,3.53999996185,0.0,0.0
106,1455208273.28,34.1335881,-81.2893316,1455208273.28,0.735927662564,-1.431960361,0.0,153.83,1455208277.0,4.19999980927,1455208273.5,0.0,315,1455208273.18,3.6400001049,3.75,0.109999999404,0.0
107,1455208274.78,34.1335679,-81.2893196,1455208274.78,0.756296581883,-1.43262538028,0.0,154.27,1455208278.33,4.19999980927,1455208276.52,0.699999988079,0,1455208276.19,3.31999993324,3.6400001049,0.209999993443,0.0
108,1455208275.78,34.1335551,-81.2893125,1455208275.78,0.696057167583,-1.55096886476,0.0,158.13,1455208279.67,4.19999980927,1455208277.53,0.0,45,1455208277.19,3.22000002861,3.31999993324,0.319999992847,0.0
109,1455208277.28,34.1335383,-81.289304,1455208277.28,0.687276565892,-1.18513751184,0.0,159.07,1455208281.01,4.19999980927,1455208278.54,0.0,45,1455208278.19,2.78999996185,2.68000006676,0.109999999404,0.0
110,1455208278.78,34.1335206,-81.2892965,1455208278.78,0.349342892345,-1.39698229895,0.0,159.23,1455208282.34,4.19999980927,1455208279.55,0.699999988079,0,1455208279.2,2.47000002861,2.3599998951,0.109999999404,0.0
111,1455208279.78,34.1335117,-81.2892923,1455208279.78,0.37771449064,-0.90428522246,0.0,158.63,1455208283.7,4.19999980927,1455208280.46,0.699999988079,0,1455208280.2,1.92999994755,2.1400001049,0.0,0.0
112,1455208281.28,34.1334996,-81.2892864,1455208281.28,0.28897681392,-0.936425331255,0.0,158.12,1455208285.01,4.19999980927,1455208281.47,0.699999988079,45,1455208281.2,1.71000003815,2.03999996185,0.0,0.0
113,1455208282.78,34.1334857,-81.2892794,1455208282.78,0.469946435947,-1.04959532551,0.0,157.83,1455208286.35,4.90000009537,1455208282.48,1.29999995232,0,1455208283.21,2.03999996185,2.25,0.0,0.0
114,1455208283.78,34.1334748,-81.2892744,1455208283.78,0.488707823003,-1.2261992757,0.0,157.3,1455208287.7,4.5,1455208284.5,0.699999988079,315,1455208284.21,2.47000002861,2.78999996185,0.0,0.0
115,1455208285.28,34.1334592,-81.2892672,1455208285.28,0.548259054659,-1.25551264788,0.0,157.45,1455208289.03,4.5,1455208285.51,1.29999995232,315,1455208285.21,2.78999996185,3.1099998951,0.0,0.0
116,1455208286.78,34.1334391,-81.2892583,1455208286.78,0.449293118656,-1.57725574766,0.0,158.03,1455208290.37,4.19999980927,1455208286.52,2.0,315,1455208287.22,3.22000002861,3.43000006676,0.109999999404,0.0
117,1455208291.28,34.1333755,-81.2892311,1455208290.28,0.578513826625,-1.71505736126,0.0,158.33,1455208291.7,4.5,1455208291.46,0.699999988079,0,1455208291.23,3.75,3.97000002861,0.0,0.0
118,1455208292.28,34.1333609,-81.289224,1455208292.78,0.547981596172,-1.69355134857,0.0,157.46,1455208293.04,4.19999980927,1455208292.47,0.699999988079,0,1455208292.23,3.6400001049,3.75,0.109999999404,0.0
119,1455208294.28,34.1333312,-81.2892102,1455208294.28,0.677777459265,-1.62425912825,0.0,156.15,1455208294.4,4.5,1455208293.48,1.29999995232,0,1455208294.23,3.6400001049,3.97000002861,0.0,0.0
120,1455208295.28,34.133317,-81.2892034,1455208295.28,0.648945224605,-1.51702672866,0.0,155.2,1455208295.71,4.5,1455208295.5,2.0,0,1455208295.23,3.53999996185,3.97000002861,0.109999999404,0.0
121,1455208296.78,34.1332941,-81.289191,1455208296.78,0.580046760156,-1.6298606554,0.0,153.91,1455208297.05,4.90000009537,1455208296.51,1.29999995232,0,1455208296.24,3.75,3.8599998951,0.109999999404,0.0
122,1455208298.28,34.133275,-81.2891797,1455208298.28,0.837445796175,-1.60461351685,0.0,153.11,1455208298.4,4.90000009537,1455208297.52,1.29999995232,0,1455208298.24,3.6400001049,3.97000002861,0.209999993443,0.0
123,1455208299.28,34.1332613,-81.2891717,1455208299.28,0.659050009237,-1.56705235564,0.0,155.1,1455208299.73,4.5,1455208299.54,2.0,0,1455208299.24,3.75,4.17999982834,0.209999993443,0.0
124,1455208300.78,34.1332382,-81.2891606,1455208300.78,0.699086761025,-1.77746383945,0.0,157.3,1455208301.1,5.19999980927,1455208300.44,1.5,0,1455208300.24,3.75,3.97000002861,0.430000007153,0.0
125,1455208302.28,34.1332177,-81.2891506,1455208302.28,0.659891962613,-1.73900620979,0.0,156.76,1455208302.41,4.5,1455208301.45,0.699999988079,0,1455208302.25,3.75,4.17999982834,0.109999999404,0.0
126,1455208303.28,34.1332033,-81.289144,1455208303.28,0.686912755337,-1.64211779923,0.0,156.44,1455208303.75,3.90000009537,1455208303.47,0.699999988079,0,1455208303.25,3.75,3.8599998951,0.319999992847,0.0
127,1455208304.78,34.1331797,-81.289133,1455208304.78,0.608944937796,-1.57647900802,0.0,156.23,1455208305.1,3.59999990463,1455208304.48,0.699999988079,0,1455208304.26,3.75,3.8599998951,0.319999992847,0.0
128,1455208306.28,34.1331593,-81.289124,1455208306.28,0.588856621869,-1.62669845973,0.0,157.07,1455208306.43,4.5,1455208305.49,0.699999988079,0,1455208306.26,3.8599998951,4.07000017166,0.109999999404,0.0
